,Song_Name,onset_strength,chroma_stft,chroma_cqt,chroma_cens,melspectrogram,mfcc,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,tonnetz,zero_crossing_rate,labels
267,Garhwali/Preetam Bhartwan - Gailya Dhanuli.opus,1.483061296986308,0.2911275179718847,0.4668169882703274,0.2481930940719033,0.8292712286744497,-5.693616402366383,2457.70354354333,3164.16703921758,21.417009362193124,4773.249050856437,0.0093110282320546,0.0474942713391753,2
268,Garhwali/Manglesh Dangwal - O Saiya Meri Kashimra.opus,1.4046060582504567,0.4110752682503447,0.5863544848068769,0.270785749984398,4.92563081593533,1.3819102828354357,2158.0836404405186,2452.117771973611,20.253374824518477,3936.337301333736,-0.0055711396544288,0.0538127870894521,2
269,Garhwali/Dinesh Uniyal - Jai Ho Ma Chandra Badni.opus,1.329456880041344,0.3677181755322737,0.5235260811874906,0.256767964281111,4.80852156566811,0.4627417166234593,2716.686815151646,3254.737177095637,21.8676365778133,5972.902770439836,-0.013841440193212,0.0551125774955422,2
270,Garhwali/Dinesh Uniyal - Sailya Ji Tum Dilhi.opus,1.329456880041344,0.3677181755322737,0.5235260811874906,0.256767964281111,4.80852156566811,0.4627417166234593,2716.686815151646,3254.737177095637,21.8676365778133,5972.902770439836,-0.013841440193212,0.0551125774955422,2
271,Garhwali/Narender Singh Negi - Chham Chham Ghunghuru Vaajala.opus,1.5744737620252578,0.3571045023273695,0.5349527203102145,0.261931292622358,6.302090421659833,1.883630768299024,3731.634818825441,3522.7954919144104,21.253480373261805,7738.952533032223,0.0054290200965137,0.0950386622370904,2
272,Garhwali/Gajendra Rana - Leela Ghasyari.opus,1.4946367415098945,0.4345719275250957,0.5840491167842936,0.2719775071775824,17.274044547843552,4.117152894287896,3026.096652013482,3355.530712269434,19.10736730422309,6607.060194975469,0.0011781041152763,0.0649562917653527,2
273,Garhwali/Narender Singh Negi - Kakh Harchi Hey Deedo.opus,1.323442207099116,0.2753360872634808,0.4337337190376145,0.2322608761364585,16.412493931512167,-0.4472051638749409,2698.0533436570427,3061.847615005811,19.80239635521405,5489.541249967987,-0.0093809670933847,0.0565803635882718,2
274,Garhwali/Preetam Bhartwan - Sobni Tu Chhali Baachin.opus,1.4737747086516972,0.3592306482865267,0.5169912507171315,0.2583648470325052,0.724151392925796,-4.483442198308403,2806.3926705334798,3291.3329639888734,20.854918375009174,6148.840010936803,-0.0053765812963009,0.0594251533198771,2
275,Garhwali/Narendra Singh Negi - Swee Sai Na Khabar Kai.opus,1.4319736135047625,0.3088940231840106,0.4844074803136103,0.252458747761222,1.091006684008729,-5.089365836952146,2578.494847848117,3141.605888082933,20.64855506436897,5159.285057078632,-0.0140054598179995,0.0553127875280985,2
276,Garhwali/Anil Bist - Bedu Pako Barmasa.opus,1.4751013202095775,0.3412331453435892,0.5086155755481754,0.2591547265632056,6.807045199028972,0.3062442023011821,2458.999123751529,2673.3471921332143,20.08531926244259,4601.937598689891,-0.0018627363926863,0.0580880124935234,2
277,Garhwali/Narendra Singh Negi - Hari Tori Kakhari.opus,1.4345183101161143,0.3231600677849823,0.4866512385383547,0.2531038068421273,0.8124868696908628,-6.0823411865201376,2483.8585318244823,2836.301731734778,20.98191470039796,4913.304457306073,0.003055920711044,0.0568713004547504,2
278,Garhwali/Narender Singh Negi - Maya Judi Ge.opus,1.4333609280585295,0.3975472418901034,0.4679314097660705,0.24685935580003,4.592453483153384,0.6520426789457018,3596.47609484656,3990.252350506751,22.39771897478157,8627.811522610282,0.011260055931762,0.0647227025742001,2
279,Garhwali/Narendra Singh Negi - Nat Roop Ch Na Rang.opus,1.363193881536688,0.2828229621044388,0.4734821094235044,0.2525082911981786,10.53826860946536,-3.0782901409034245,1303.3829029608462,1266.128351872986,20.515246465124253,2211.004203092047,-0.018734430129075,0.0398147368124532,2
280,Garhwali/Gajendra Rana - Kya Dan Lagdi Tu.opus,1.493553501668933,0.3615334892650634,0.5105776666078337,0.2569443632437475,0.8673848732765878,-4.421170935675758,2391.6893691941964,2853.979146853566,20.669232031712564,5010.489831662278,-0.0016465777916043,0.0499100324142532,2
281,Garhwali/Narendra Singh Negi - Otuwa Belena.opus,1.4926288970317507,0.3084533554883402,0.5051243830976891,0.2559968600056648,0.1418872502362977,-12.437092071274671,2040.461069336665,2462.683951243576,20.551076554626967,3763.021737751122,0.007147757357823,0.0484639620470119,2
282,Garhwali/Himanshu Rawat Music - Man Ki Baand.opus,1.4679162521300937,0.4892210645210276,0.4790286105865808,0.2388404211563932,8.964727952594451,0.387570119465025,4811.438988219805,4356.193919443852,21.67601283810837,10001.77838692318,0.0137557297128147,0.100831512378638,2
283,Garhwali/Himanshu Rawat Music - Bunkhaal Kaalinka.opus,1.3889419853250604,0.4413344439615509,0.550788063701678,0.2634979894442023,5.792283369929782,-2.94122526039081,3930.928530808195,4005.400236501409,20.81581077381897,8058.075477970695,0.0028353271659404,0.0821479543152223,2
284,Garhwali/Preetam Bhartwan - Baand Amrawati.opus,1.4135328408770989,0.3192273392150397,0.5016552251947801,0.2589320715738875,0.838364872685187,-4.493329932879603,2594.173149774138,3104.3546919268383,21.55389648998541,5362.313722376684,-0.0024006727972466,0.0516540284502181,2
285,Garhwali/Preetam Bhartwan - Mijajiya Meri Saunjadiya.opus,1.450000935837365,0.3707183835275922,0.5431950092069867,0.26855151670243,0.8039413983106338,-3.67502296064974,3097.9738160794054,3594.48880894116,21.154639194367466,6661.203995786671,0.0017406113194036,0.0601297662936459,2
286,Garhwali/Narendra Singh Negi - Rai Maasi Ko Phool.opus,1.3488222241169572,0.3270672271591896,0.5033895592623738,0.2565299419171367,0.3335122694834,-7.613232251808213,1911.9680995669416,2317.2540109576944,20.471155816880824,3557.224557717373,-0.0006397167871897,0.0452573578704583,2
287,bhajan/Pappu Sharma - Shyam Dhani Ke Male Main Jana.opus,1.47907578153778,0.4134820308382905,0.5711778213233348,0.2676472117154441,14.743065452997447,5.439939896923141,3458.5560498728555,3743.6197526800215,20.75493775975892,7461.687913182967,0.0066838406490777,0.0779374916451973,3
288,bhajan/Pappu Sharma - Hum Hain Balak Tumhare Tum Ho Malike Hamera.opus,1.408014002975322,0.3684512705939456,0.509688586358456,0.2542884772333527,1.504370846960848,-1.5543071192836808,2736.5500526106066,3420.393902721636,20.97860819211854,5625.338419241101,-0.0069810673518253,0.0558208023173226,3
289,bhajan/Ravindra Jain - Jai Shiv Shankar Jai Mahadeva.opus,1.354185550294204,0.331866836282864,0.4589368007767639,0.2442317761576213,3.400871628407188,-1.578118146088786,3116.3093876829616,3652.748152699844,22.286656110845875,6863.700972761238,0.0145674177284594,0.0618163619396456,3
290,bhajan/Sadhana Sargam - Humko Man Ki Shakti Dena.opus,1.2946799401167328,0.3803674384294002,0.443446525882897,0.2322973699412043,4.015430699518063,-0.0579140887650509,3180.6414359157707,3034.2675341262657,21.185435493641297,6174.152082034545,-0.0139956356317862,0.0839712677399244,3
291,bhajan/Anup Jalota - Payoji Maine Ram Ratan Dhan.opus,1.3366159412461696,0.3728548577151756,0.4738489632593671,0.2502709521285403,1.4088171555050306,-7.184141314196588,2330.245133820993,2976.002564231865,21.043949445498463,4613.592221240464,0.0075278943806336,0.046845209813828,3
292,bhajan/Naresh Pawar Bikaneri - Mila Mujhe Teri Kripa Se.opus,1.3330842478504712,0.339599803648049,0.4808388172971086,0.2500003803581896,5.19065583930984,0.4687478920155108,2123.832325652509,2505.236855486758,21.61425248644109,4323.397403769046,-3.956410929810046e-05,0.0498716294105854,3
293,bhajan/Anup Jalota - Hridaya Banalo Bhakto.opus,1.4321189977790598,0.3331990492450324,0.4856902137064161,0.2509746616664924,0.3150409629771398,-8.783179674970526,2157.36042630097,2168.246908815624,20.695632924162183,4416.2729541261,0.0040576218348331,0.0597519802687755,3
294,bhajan/Narendra Chanchal - Meri Maiya Ne.opus,1.401058378535144,0.3981600267191231,0.5150115577531197,0.2578114961513807,8.222409956819071,-2.010378166218044,1851.4770507660276,2538.272851463063,19.97790391633161,3433.0638186252268,0.0102255666110452,0.0408416520349679,3
295,bhajan/Kanhiya Mittal - Khatu Ji Jaane Ko Jee Lalchata Hai.opus,1.4759058110740957,0.4518278201006847,0.4932105394484473,0.2519089593612437,12.835867774456371,3.8768094103436286,2490.476788144645,3362.27391262362,21.394714304141747,5611.222555541898,0.0014821663846914,0.0417890458153443,3
296,bhajan/Anup Jalota - Ae Malik Tere Bande Hum.opus,1.3225936922558372,0.3637707216485586,0.4763486236644378,0.2478083945646395,11.62343484271021,2.6857136418933343,3054.6521735101687,4035.755483778014,20.37406917813189,6591.229202433852,-0.0084448129932634,0.0542084071031525,3
297,bhajan/Tripti Shakya - Hamein Bhi Bulana Baba.opus,1.3646892591463458,0.367952613372615,0.47074914362149,0.2473205223471675,6.87669020548063,0.4564394399797717,2194.5559416889632,2676.941422805309,21.50157385823791,4558.864841097296,-0.0019056649422134,0.0436791713677418,3
298,bhajan/Sarvesh Kumar - Sai Hai Maata Sai Pita Hai.opus,1.2886513813391591,0.4064454686427711,0.4796904959600283,0.2431915797627946,4.494064436219055,2.291737776755905,2994.337532898572,3519.3293728170133,21.067770287141016,6725.495405069553,0.0055063652514802,0.0687057240846802,3
299,bhajan/Anup Jalota - Aisi Laagi Lagan.opus,1.3468840475655095,0.3744871348874907,0.4682958265441299,0.2500231995002063,6.627954276644482,-3.5888004876430317,2099.5264190505404,2199.5243205105107,21.88364461676284,3857.3951661162714,-0.0056546428317959,0.0575216502124936,3
300,bhajan/Sonu Nigam - Ashutosh Shashamk Shekhar.opus,1.2859396024376846,0.3907818542733929,0.5077357114082309,0.2561713141219884,6.781142203036727,-3.54620977362452,2051.242447984023,1405.639150247703,21.429725261504544,3399.658592503987,0.005970315160678,0.0771185851109782,3
301,bhajan/Sanjay Mittal - Ati Kabhi Na Karna Pyare.opus,1.4760967417803537,0.3489125556797144,0.4887040258254011,0.253994183044344,3.512988510831379,-2.019436312315281,4250.277456500604,4110.586834205841,20.94106363873805,8438.204357233559,-0.0005794616873473,0.1107948750570865,3
302,bhajan/Sadhana Sargam - Yashomati Maiya Se.opus,1.3057470875991997,0.3399790110821301,0.4484813821546426,0.2334208348035968,5.123573044886449,-2.4606014647235184,2745.5553274887598,2794.028086444168,21.56259202585699,5322.557495091276,0.0174604759000905,0.0679875930335916,3
303,bhajan/Nitin Mukesh - Jai Shiv Omkara.opus,1.297666814598708,0.3684140169902043,0.4621319912928586,0.2429983723980949,3.228054607469974,-2.2271083691136813,2580.024798035614,2770.3754329491408,21.554700652113866,5144.347842115612,0.0025765803968897,0.0603148694025265,3
304,bhajan/Kanhiya Mittal - Mera to Sahara Shyam Tu Hai.opus,1.38442941866017,0.3953771119770687,0.4739872712996579,0.249018893965555,6.643083939681854,1.7037668603199494,3567.4380730935154,4177.622150772547,22.04544908392232,8055.33972903562,0.0005047416756772,0.0711507037269233,3
305,bhajan/Tripti Shakya - Shyam Baba Ke Darbar.opus,1.4676346204381576,0.3177334162202779,0.5132035769277714,0.2570780048699158,8.388324147329115,1.4851493644129654,2879.7335181172266,3382.697702434036,22.22800083535944,6033.285867944362,-0.0050891737778498,0.0609653045895262,3
306,bhajan/Anup Jalota - Bol Pinjare Ka Tota Ram.opus,1.4364860990689086,0.3484522375500374,0.4963613127872771,0.253502165016249,3.91869053731608,-1.6855240747210325,2983.8585188384395,3087.305281317688,21.338282955023608,6054.9379964732325,-0.0052586328360635,0.0733256175146577,3
307,bhajan/Hariharan - Subah Subah Le Shiv Ka Naam Kar Le Bande Ye Shubh Kaam.opus,1.2667439732842076,0.2991539484103621,0.4154015895146271,0.2349757866747663,13.815551412006478,-3.05602433987472,1617.5535336075625,1908.1194199422007,22.078463027790704,2855.6498166504325,0.0206175475874141,0.0384552748587277,3
308,bhajan/Saindhavi - Sriman Narayana.opus,1.2649813179133,0.3475373055400584,0.4186860074039764,0.2267236607515245,1.4464413762674129,-7.021059444051818,1719.7871996051922,2685.976921506252,20.425226675895296,3321.3194027611044,0.0260142365539752,0.0255844368997599,3
309,bhajan/Tripti Shakya - Ariri Mein Naachungi Gaaugi.opus,1.619327202360331,0.2874904236492395,0.4806158790928872,0.2543384693821066,1.938253589418748,-4.189807025240483,2964.964232103794,3236.302307114133,21.6841828358936,5804.829639005516,-0.0190936339302502,0.0687589667630553,3
310,bhajan/Bhimsen Joshi - Chalo Ri Murali Suniye.opus,1.363727476086502,0.338877895863198,0.4656875443608775,0.2460621550126963,5.741969359098251,2.1007543410951848,4020.763785495321,4176.4427355248645,21.770384790152285,8510.671652411764,-0.0211571375339666,0.087224568751562,3
311,bhajan/Kanhiya Mittal - Subah Subah Jab Bhi Meri Aankhe Khulti Hai Bhajan.opus,1.4783544641114243,0.3872724506074981,0.4320361565979124,0.2359789757549723,8.75523241582012,2.586675998706628,2365.8702524056034,3246.404977985179,20.97442672162871,5067.365234111456,0.0057770532585368,0.0395561839031507,3
312,bhajan/Tripti Shakya - Chalo Mummy Papa Ek Baar.opus,1.507855781222168,0.3424277519377727,0.4803321284515697,0.2490132766572741,0.7154793058876279,-5.7166674394332,2208.7963420150118,2564.2064706345564,21.39446441286536,4141.1146437003645,0.0199782653923998,0.0557824210086213,3
313,bhajan/Naresh Pawar Bikaneri - Teri Seva Mili Jo Baba.opus,1.3897668762174638,0.3965785469269353,0.4532121568085574,0.2372184315537762,5.134240029145006,1.2802801444528629,2136.311622907252,2465.6795754542445,22.053600060952466,4243.793023841505,0.0102067868237983,0.0491080451618024,3
314,bhajan/Asha Bhosle - Sancha Naam Tera - From Julie - Soundtrack Version.opus,1.34548918860337,0.2719795134130038,0.4413768375064065,0.2420889511221949,3.75899002403782,-4.942520338519554,1531.7905259211143,1634.6215955090006,21.037522860429068,2909.7180948778905,0.0075136076635558,0.0391242694600533,3
315,bhajan/Tripti Shakya - Holi Fagan Mein Khelein Shyam Bihari.opus,1.35347220722276,0.3666973614055349,0.6021094679441896,0.2709552855508433,12.073665066579125,4.048596629215832,3530.589262197044,4295.832490023776,20.83771508727652,8080.155647318651,0.0068039840784107,0.0605500747195263,3
316,bhajan/Mahendra Kapoor - Ramchandra Kah Gaye.opus,1.356308945347164,0.3104345385951656,0.461914702369267,0.2500074232380816,2.683607516394246,-4.774855506863863,2188.5224466544896,1996.5974349309545,21.09609354681056,4541.484362024581,-0.0015081450155784,0.0591397718661767,3
317,bhajan/Mukesh Bagda - Mera Apki Kripa Se.opus,1.4682407833708473,0.3730867675894831,0.4586551335893064,0.2423742360372709,5.862336561832106,1.0426867246760156,3029.1322218839973,3214.0376406651167,21.87367233794746,5953.978966800276,0.0011090475681723,0.0695733804405411,3
318,bhajan/Sadhana Sargam - Bada Natkhat.opus,1.2402011326927271,0.2644847119901277,0.4261248876017144,0.2383527580920217,2.027194003452446,-10.241151851341384,1604.4735744709487,1533.026191895508,21.197327118163752,2883.2429862999898,-0.0127843948364664,0.0470455975758453,3
319,bhajan/Naresh Pawar Bikaneri - Kesar Chandan Tilak Lagao.opus,1.3767568097831449,0.3820682572488941,0.4234324401838858,0.2298910776945991,5.563496431166078,3.5594814079066124,2222.4292012484043,2457.985155243775,21.94483320006215,4466.003330788553,-0.0037565589891019,0.0530132434053772,3
320,bhajan/Lata Mangeshkar - Tum Hi Ho Mata Pita Tumhi Ho.opus,1.287689010271141,0.270765482783904,0.426745193333406,0.2393601818897318,3.400737989166863,-8.152560305196966,1656.032865690498,1669.2566534548423,20.96082811134231,2928.4103518787338,0.0032506686487464,0.048642910170426,3
321,bhajan/Bhaiya Krishan Das Ji - Mera Aapki Kripa Se.opus,1.3514004904693848,0.3792127117993058,0.5545460407848674,0.2646767384752235,1.3572758471299171,-4.939269900824828,2411.4743518263567,2524.990875288021,21.518567428051767,4799.949219372312,-0.0131903957735948,0.0655449415556048,3
322,bhajan/Jagjit Singh - Hey Ram.opus,1.2185088707096776,0.3628079795328198,0.4636378543211098,0.2430835700797057,0.7781224550133485,-5.271295944176153,2040.8644177197184,2446.24761752568,20.02973153392927,3935.762082847869,0.0067686953747995,0.0481808963374355,3
323,bhajan/Hari Om Sharan - Ramji Ke Naam Ne To Pathar Bhi Tare.opus,1.3722371397088682,0.3486630864089933,0.4485240976479112,0.2446920014334635,1.8729498065772845,-4.017529486556386,2325.922664840806,2639.5462618095703,21.25365776224738,4448.507914292545,-0.0053088109663144,0.0535588128996991,3
324,bhajan/Sanjay Mittal - Laakhon Paapi Taar Diye.opus,1.3616223518377326,0.3205656958859852,0.5462993563798384,0.2653172389964037,9.355802957241115,-0.7541458616865359,2239.5785256586496,2624.946346581783,20.721960467725097,4541.150919400616,-0.0082496920719403,0.0499595009365379,3
325,bhajan/Vikram Hazra - Dena Ho To Dijiye.opus,1.1738520294508648,0.3245468545481921,0.3958119930533387,0.2200279687455239,4.851053211389883,-2.749040801781008,1791.931855344982,2743.874688117128,21.52262210142664,3540.26667436519,-0.0119528334192419,0.0291396158931416,3
326,bhajan/Kanhiya Mittal - Rangli Rangli Chunariya Tere Naam Balaji.opus,1.53009790644347,0.3893335399764178,0.4732588453532836,0.2449161563329888,15.760444784019649,2.175836045420638,3208.568613944765,3726.8415685901687,21.17478343314425,7090.113592752687,0.0031705502752061,0.0580652093159186,3
327,bhajan/Bipin Sachdeva - Jaise Suraj Ki.opus,1.50257614245863,0.3782874430687809,0.4964169696868459,0.2567713870965164,9.22824723923157,0.0884707312567591,2789.67311481824,2856.40212938414,21.36886030764824,5347.722971248724,-0.0095227615197614,0.0769001267969547,3
328,bhajan/Suresh Wadkar - Om Bhurbhuvas Swaha.opus,1.3188556360834387,0.3649736234177823,0.4768966869647596,0.2487927333775349,5.766363407828059,-1.3509549250696424,2728.155718983961,3379.470417599054,21.227503013509203,5626.130528665701,-0.0011621968867027,0.0580735025712059,3
329,bhajan/Sanjay Mittal - Duniya Banane Wale.opus,1.5190553324644516,0.3163034142596115,0.5189205633439362,0.2619705681291088,4.832463659918902,-1.470053500856526,2999.293025829187,3174.7183047347057,20.912213762876327,6151.107466460747,0.0037501619101219,0.0763757473420473,3
330,bhajan/Vipin Sachdeva - Shirdi Wale Sai Baba.opus,1.537459895675795,0.386740618456416,0.4582321939222014,0.2397429126145397,3.150823911298818,-1.3605816255954952,2205.3868006044454,2286.50865813896,22.465792010308363,4301.1805956939525,-0.0173115731024795,0.0531767949953941,3
331,bhajan/AR Rahman - O Paalanhaare.opus,1.210501241317223,0.3036985645542295,0.4005819505072716,0.2209245158981968,2.896574001388496,-6.067311428264738,2559.2752640616686,3565.002713913076,21.22068045640519,5543.44551781448,0.0237063900505164,0.040306661115872,3
332,bhajan/Anup Jalota - Kanha Teri Murli Ki.opus,1.468910684566667,0.3267492582589489,0.4797989068513596,0.2521803425261466,0.4403407876968577,-8.540193592427455,2077.1832589467053,2104.948963724751,20.28872858834863,4244.211806089497,0.004761357398247,0.0546373929180122,3
333,bhajan/Nitin Mukesh - Om Jai Jagdish Hare.opus,1.4212622187792054,0.3918190537770725,0.4492675991958741,0.2369057546284566,1.1067808499636085,-4.45737192149682,1456.1402058892252,1767.6971176820437,21.684001461993525,2762.477190562676,0.0016345209005416,0.0341730726739371,3
334,bhajan/Anup Jalota - Thumak Chalat Ramchandra.opus,1.5427538103112617,0.457158119284136,0.4052903118522919,0.2271270521541795,4.479555415709875,1.7894046198905045,2474.746376799077,3075.267352071864,21.683907887390905,5424.825034640255,-0.024384267329448,0.0433113604265027,3
335,bhajan/Sadhana Sargam - Jyot Se Jyot Jagate Chalo.opus,1.4700223577856406,0.2673645253283601,0.4691725731103996,0.2472325748071611,18.08231903719466,2.0391142010620538,2440.231416756944,2760.266152849057,21.36768143834508,4720.35981252603,-0.0155708408925243,0.0600030776109164,3
336,bhajan/Tripti Shakya - Khatu Wale Mere Shyam Baba.opus,1.500734443040375,0.2967168419857295,0.4721564661551597,0.2493937354834661,0.6596038195571545,-7.930002024088354,2416.275273181938,2952.3454297126,21.97577628078464,4756.899870352438,0.0002530498764373,0.0535118099333286,3
337,bhajan/Madhushree - Pal Pal Hai Bhaari.opus,1.3190116441020814,0.3486383336728438,0.4733826736076754,0.2475587007767992,7.317291873018468,-2.069188644587825,3113.275783115577,3544.316537044099,20.88681726835488,6229.199377936523,-0.0045946337881039,0.0659784011043424,3
338,bhajan/Vipin Sachdeva - Mera Shyam Aajata Mere Samne.opus,1.3657495535854198,0.4109997629477432,0.5015983163954496,0.2518881780678054,6.148407431596779,3.0894251257899503,2088.077554754376,2657.1827800644046,21.54921261723997,4089.365064217712,-0.0062723470500576,0.042978503345608,3
339,bhajan/Hariharan - Shiv Shankar Ko Jisne Pooja.opus,1.3977733316618166,0.299397278670175,0.4645213789000786,0.2472542746048574,4.91043742876055,-4.183572031663648,1785.8282952877116,2051.8675652389784,20.77847958911065,3220.1564674830456,-0.0116960093144893,0.0437777464406817,3
340,bhajan/Bhimsen Joshi - Jai Durge Durgati Pariharini.opus,1.2625289253305148,0.3461459568988769,0.429396213331621,0.2324828098247868,1.1028358336836617,-2.8257196863620693,2007.3296506972304,2437.330014292002,20.559877122293084,3973.105969688657,0.0030637384075273,0.0426833623002674,3
341,bhajan/Tripti Shakya - Yashoda Tero Laal.opus,1.465716075652358,0.330798926846642,0.4970384978940972,0.2543271402306568,0.7605168351481681,-4.139866063400819,3461.1772817226997,3633.660527087806,21.483764288667548,7378.538997195336,-0.0099765967190793,0.0761892645148207,3
342,bhajan/Pappu Sharma - Hum Jane Pahchane Hain Kanihya Tere.opus,1.4730145936258692,0.3628265350229132,0.5376140680974808,0.2619372023027322,1.4684593869676437,-1.7266482366713545,3275.2343305704508,3785.975483229064,20.74490963230305,6872.228627680745,-0.008014672922881,0.0702745130510421,3
343,bhajan/Anuradha Paudwal - Naam Hai Tera Taranhaar.opus,1.565159668350703,0.3182330441069783,0.4830805182616653,0.2544435878685299,1.5522728488396915,-5.526013574039195,2701.105194446834,2239.8730613751545,23.151669761253157,5028.32512164457,-0.0001003314766584,0.0824988914730422,3
344,bhajan/Pappu Sharma - Rang De Chunirya Shyam Naam Ki.opus,1.3561030982779865,0.3556503531405128,0.4599241035583656,0.2411118897306018,8.216091367201466,3.2726924955709285,2946.218186035036,3353.0917901551525,21.89713002724381,6005.398901202104,-0.0117094973363748,0.0679602075674841,3
345,bhajan/Anup Jalota - Sukhkarta Dukhharta (Siddhivinayakji Ki Aarti).opus,1.348747992464772,0.4069396438546164,0.488530761120081,0.2508950457907063,6.605625050263065,1.0367803163724318,2859.642535324931,3214.264408059453,20.577494235794045,5852.3965421163775,0.0038411845641947,0.0624654773776005,3
346,bhajan/Pappu Sharma - Agar Hum Par Ho Jaya Kirpa Tumhari.opus,1.47907578153778,0.4134820308382905,0.5711778213233348,0.2676472117154441,14.743065452997447,5.439939896923141,3458.5560498728555,3743.6197526800215,20.75493775975892,7461.687913182967,0.0066838406490777,0.0779374916451973,3
347,bhajan/Sadhana Sargam - Tumhi Ho Mata.opus,1.3010632541356195,0.3385260661468998,0.4467854214986427,0.2373370039485667,4.652072044046545,-6.009327227167578,2760.67221087115,2369.1274610479404,22.318765693649144,4964.296848278417,-0.0089225976961824,0.0849815353865009,3
348,bhajan/Roop Kumar Rathod - Shree Guru Charan Saroj Raj - Hanuman Chalisa.opus,1.3656227398239644,0.3472881761467281,0.4120498027977201,0.2325096835152302,2.0200312742400324,-1.8375037002312296,2191.2371071809707,2810.4797913851694,20.83713944617581,4738.896145504732,0.0026275155340221,0.041132236805624,3
349,bhajan/Bhakti Marga - Sriman Narayana.opus,1.4087594273603112,0.3265904718438116,0.473635548000574,0.2442212861926237,1.3912855692001669,-4.988336705471551,2335.673324364157,2884.4108229938747,21.00339808872286,4956.968464665711,-0.007386564995317,0.0513960599107681,3
350,bhajan/Sadhana Sargam - Ae Malik Tere Bande Hum.opus,1.2622245692744176,0.3111857048364611,0.4237830266585679,0.2267355764111591,5.615567605845079,-3.429828675827368,2359.5131319356115,2616.94432321461,21.50074446176524,4594.129413174291,-0.0060739798208524,0.0565465257485089,3
351,bhajan/Tripti Shakya - Vaae Nyare Ho Gaye Mere.opus,1.4814719501762936,0.307167467928373,0.4675952037846262,0.2474947343063103,2.2788421861003645,-3.152793304770456,2751.694001898189,3183.209845719174,21.52881271700178,5317.922836545396,-0.0048604293524511,0.06288709189543,3
352,bhajan/Kanhiya Mittal - Hara Hu Sath Nibhao Na Baba Haare Haare 3.opus,1.3358042599219155,0.3729158202448507,0.5153937166045336,0.2554983728461845,4.098305712366184,0.9924344577539888,2855.636484962763,3568.5623164036965,21.59450788048852,6516.769811823932,0.0028857137212373,0.0494908511551633,3
353,AR Rahman - Enna Sona (From OK Jaanu).opus,1.0594932,0.36122724,0.33410984,0.1909450987451299,6.0872564,-2.575323,1944.090486840836,3026.0833703627363,19.85776967187019,4304.553546736725,0.0162379253299505,0.0279796125127637,4
354,AR Rahman - Enna Sona.opus,1.157949,0.40964994,0.39282998,0.2222496372340043,6.4362564,-0.6625306,1919.2311660171888,2948.480788810897,20.883340041164686,4205.774162297697,0.0179081283740617,0.029081171999658,4
355,Abhijeet Srivastava - Chashni (From Bharat).opus,1.2979442,0.39700142,0.43523425,0.2387827476385596,11.314057,-0.33976537,2683.763444976774,3539.4003575215534,20.934852983902097,6067.355645191445,-0.0391511556946639,0.042845237337113,4
356,Akhil - Duniyaa (From Luka Chuppi).opus,1.2273184,0.39572233,0.38290188,0.224340719919123,20.490963,3.6129675,1907.852169916268,2723.221612614169,20.939605725340968,3966.557562245631,0.0281722014139945,0.0324627891578884,4
357,Akhil - Duniyaa.opus,1.2273184,0.39572233,0.38290188,0.224340719919123,20.490963,3.6129675,1907.852169916268,2723.221612614169,20.939605725340968,3966.557562245631,0.0281722014139945,0.0324627891578884,4
358,Akhil Sachdeva - Tera Ban Jaunga (From Kabir Singh).opus,1.1989207,0.3732661,0.40483347,0.2253597122948895,10.8575,0.39442992,2598.791525286839,3383.5615169200355,20.93974888166959,5606.773542507594,-0.0118230417304452,0.0449656620289938,4
359,Alka Yagnik - Agar Tum Saath Ho (From Tamasha).opus,1.2231935,0.34521082,0.3394241,0.1987437760750513,8.6635895,-1.2733108,1192.123398509458,1592.5757501273583,20.63419389231733,2382.2651566614377,0.0132615319273223,0.024775410868606,4
360,Alka Yagnik - Agar Tum Saath Ho.opus,1.2231935,0.34521082,0.3394241,0.1987437760750513,8.6635895,-1.2733108,1192.123398509458,1592.5757501273583,20.63419389231733,2382.2651566614377,0.0132615319273223,0.024775410868606,4
361,Amaal Mallik - Chale Aana (From De De Pyaar De).opus,1.1978767,0.37730113,0.39354795,0.2242079149377721,12.624108,2.34278,2884.400778637084,3784.164638103234,21.28723316987856,6854.459148800157,-0.0297267857485953,0.0472680836939417,4
362,Amaal Mallik - Soch Na Sake.opus,1.2284207,0.35886806,0.43807155,0.2370374969163665,14.305951,3.2615623,2171.3332213560425,2911.331705517897,21.282253380690165,4821.150450734956,-0.0128104568732458,0.0393344153125478,4
363,Ami Mishra - Hasi - Female Version.opus,1.1816243,0.2798471,0.3421209,0.2112143226207727,12.57824,-1.507745,1793.707780667737,2525.1230631017856,22.201703650492316,3424.5385278204985,0.0480653819501845,0.0332963506193013,4
364,Arijit Singh - Gerua.opus,1.2588792,0.3055321,0.43243462,0.242981644968988,14.40857,2.1107585,2548.6954981101358,3388.353866065498,21.48506812008385,5538.8052995719045,-0.0039766806566538,0.0461364551861551,4
365,Arijit Singh - Ghungroo (From War).opus,1.3594129,0.50021815,0.53009385,0.2556851458619975,15.710035,3.9895828,2591.265529520832,3317.4418470308583,19.61003910465604,5873.094126345519,-0.0024811609774102,0.0420204966761696,4
