,Song_Name,onset_strength,chroma_stft,chroma_cqt,chroma_cens,melspectrogram,mfcc,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,tonnetz,zero_crossing_rate,labels
160,Pankaj Udhas - Chithhi Aayi Hai.mp3,1.4507804,0.35030752,0.47523478,0.2527329715,3.4157436,-2.4185095,2482.249473,2593.713851,21.01972535,4991.360301,0.02174616786,0.0584367567,1
161,Pankaj Udhas - Deewaron Se Milkar Rona.mp3,1.4150105,0.39200723,0.41086537,0.23234776,0.7797592,-4.051033,2538.736569,2376.727271,21.81873077,5166.519183,0.004939222531,0.06913728718,1
162,Pankaj Udhas - Dil Gaya Tumne Liya.mp3,1.3582193,0.4074517,0.34048116,0.2120839764,7.2378497,-1.0643653,1314.700899,1943.000021,21.79764102,2511.539021,-0.03835358283,0.02324841843,1
163,Pankaj Udhas - Ghazab Kiya.mp3,1.2994249,0.40143624,0.35525006,0.2149717705,6.049232,0.34093755,1269.352647,1870.863768,21.34127508,2397.372159,-0.05545820145,0.02388690443,1
164,Pankaj Udhas - Ghungroo Toot Gaye - Introduction - Ghungroo Toot Gaye - Live.mp3,1.311712,0.35889786,0.44181448,0.2415560965,1.8787637,-7.6790004,1452.946308,1633.04906,20.94521505,2516.952996,-0.007932893494,0.03645536405,1
165,Pankaj Udhas - Introduction - Chandi Jaisa Rang - Live.mp3,1.4633231,0.37481046,0.44611046,0.2480515293,2.9007447,-4.263222,3070.286495,3364.873675,22.03202394,6405.624106,-0.009498300198,0.07905928814,1
166,Pankaj Udhas - Jeeye to Jeeye Kaise (From Saajan).mp3,1.4004769,0.36037415,0.41930163,0.2313232619,10.799092,1.370046,3461.350221,3472.712987,21.71416125,7187.357532,0.0248203392,0.07504598537,1
167,Pankaj Udhas - Na Kajare Ki Dhar (From Mohra).mp3,1.4415716,0.33069688,0.43545756,0.2473654119,5.777254,-2.804297,2816.70321,2725.538019,21.75788375,5561.131182,0.01798254406,0.07467446969,1
168,Pankaj Udhas - Sabko Maloom Hai Main Sharabi Nahin.mp3,1.488436,0.35349715,0.46144906,0.2446347429,3.3405967,-4.358152,2462.530369,2363.919259,22.13806734,5163.726818,0.0118688226,0.06533968136,1
169,Pankaj Udhas - Sheeshon Ka Maseeha.mp3,0.9482344,0.42304504,0.31333375,0.2059940339,7.1478677,-0.198528,805.3925427,936.454646,20.48648638,1670.867449,-0.03173883728,0.01897494821,1
170,Pankaj Udhas - Suraj Ki Har Kiran Pe - Live.mp3,1.2483336,0.36359775,0.39134508,0.2302049039,2.0160506,-7.43015,1315.284933,1484.266097,20.80284033,2284.576814,-0.009911174886,0.03348417997,1
171,Pankaj Udhas - Tere Gham Ko.mp3,1.2528822,0.40282595,0.34736514,0.2107910343,9.9799385,1.983539,1215.029207,1744.577047,21.56089073,2420.920585,0.003011501556,0.02290943001,1
172,Pankaj Udhas - Udke Shakhon Se Gulab.mp3,1.4635432,0.37485152,0.38871017,0.2335027948,0.8394528,-4.437302,2748.490643,2957.063443,20.84998675,5672.157765,0.03073401244,0.06501380492,1
173,Pankaj Udhas - Yun Sajaa Chand.mp3,1.3964071,0.29207575,0.3347005,0.2203024822,3.0114625,-5.8491845,1832.307363,2106.60959,22.01968996,3479.584212,-0.01092446943,0.04140851068,1
174,Talat Aziz - Aaj Jaane Ki Zid.mp3,1.4048733,0.41097385,0.4501393,0.2417907553,2.356053,-2.6745179,1643.180187,2393.545112,20.22516261,3128.60285,0.004588884215,0.02777296485,1
175,Talat Aziz - Aap Ko Mubarak Ho.mp3,1.2822005,0.36186886,0.41810295,0.2346926533,3.3152275,-3.5863917,1604.981643,2017.645692,21.18571993,3131.087657,-0.0474259548,0.03345880133,1
176,Talat Aziz - Ab Yahan Koi Nahin Aayega.mp3,1.3122721,0.347724,0.3870797,0.22580088,1.781125,-3.912888,1869.037861,2071.544316,22.41896592,3455.330901,-0.01271260432,0.04816112675,1
177,Talat Aziz - Ae jane Wafaa.mp3,1.4062248,0.39488262,0.40911996,0.2314524516,1.034401,-3.775485,2654.977505,2843.050128,21.07040323,5447.172986,-0.010575211,0.05796606757,1
178,Talat Aziz - Bahut Yaad Aaye Bhulate Bhulate.mp3,1.2905729,0.31519207,0.35522446,0.2209609819,3.3077695,-4.33576,1536.553071,1795.34755,21.46981042,2804.893433,0.03054235181,0.03698521524,1
179,Talat Aziz - Chaahat Mein Kya.mp3,1.4387939,0.3852964,0.35631576,0.2217072012,1.5671985,-3.0543866,2427.994765,2792.559802,21.59090778,5020.057767,0.008116928673,0.05036042189,1
180,Talat Aziz - Chhaye Hai Un-Reshmi.mp3,1.4044236,0.3301289,0.44483402,0.2439214731,1.2101865,-4.3325257,2716.035252,3132.484392,20.81385727,5707.647217,-0.04314037327,0.05709094966,1
181,Talat Aziz - Dulhan Bani Hai Raat.mp3,1.3036993,0.35344306,0.43855458,0.2396233685,5.834618,0.68339336,1709.739525,2164.576516,20.92016429,3153.333502,-0.01624331199,0.03955388068,1
182,Talat Aziz - Duniya Kisi Ke Pyar Mein Jannat.mp3,1.3583791,0.3132672,0.3704945,0.224407667,1.9290582,-4.221125,2748.094756,2931.12031,21.85328503,5564.698821,0.06973681504,0.06474092179,1
183,Talat Aziz - Hamari Gali Mein Bhi Aate Raho.mp3,1.390579,0.3716474,0.43671766,0.2447180447,4.3169184,-0.4661626,1888.716605,2406.976911,20.56990555,3734.467975,0.008703733736,0.03904610738,1
184,Talat Aziz - Jahan Mein Tujhsa Haseen Kaun Doosra Hoga.mp3,1.4065554,0.3760153,0.41795138,0.2391786757,3.0544724,-0.7087525,2089.307426,2460.840274,21.39792093,4248.125306,0.003530089659,0.04661795175,1
185,Talat Aziz - Kabhi Yun Bhi Aa.mp3,1.3395892,0.3878648,0.4217698,0.237719005,2.953024,-3.4941173,1592.813105,1971.580255,20.78373364,3022.295243,-0.02643922205,0.03409880716,1
186,Talat Aziz - Kahin Chand Rahon Mein.mp3,1.3100835,0.34251323,0.3993554,0.230501763,3.0381122,-2.473479,2488.740658,3003.30958,21.40064562,5404.085138,0.04695452908,0.04972837221,1
187,Talat Aziz - Kahin Main Tha.mp3,1.2015945,0.33431306,0.38017038,0.2252518058,2.3159893,-4.7411237,2007.874119,2152.285269,22.52786073,4022.404009,0.005208676777,0.05073672992,1
188,Talat Aziz - Khubsurat Hai Aankhen.mp3,1.3873587,0.39746827,0.36901513,0.2221937697,8.579793,1.1531588,2497.276163,2752.584197,21.65229845,4891.535456,0.002577742251,0.05549968336,1
189,Talat Aziz - Khuda Kare Ki Mohbbaat Main - Version 1.mp3,1.3617092,0.34276807,0.3952713,0.2330648745,3.718215,-2.106962,2753.223186,3088.805106,21.04742187,5742.74782,0.01153397986,0.06182285693,1
190,Talat Aziz - Nawazish Karam Shukriya Meharbani - Original.mp3,1.3441447,0.33818248,0.37393606,0.2281330118,1.7019876,-2.7705972,2024.69028,1999.435162,21.41249862,3905.241243,-0.02471761252,0.05611565084,1
191,Talat Aziz - Pathar Pe Gira Sheesha.mp3,1.3601402,0.34996805,0.39058176,0.230452069,1.5722088,-2.5781686,2571.924483,3200.414727,21.15774238,5404.737064,-0.006746885066,0.05075180772,1
192,Talat Aziz - Pyar Karna To Ek Ibadat Hai.mp3,1.3092585,0.36549935,0.4416507,0.2389719402,3.0181804,-4.3309073,2101.237553,2374.204838,21.35452222,4322.536837,-0.02247554378,0.0468632876,1
193,Talat Aziz - Sun Li Jo Khuda Ne.mp3,1.0999316,0.3828967,0.37274152,0.2217608357,5.182005,-1.4290761,966.1229076,1064.693332,22.20884527,2007.673295,0.0162343062,0.02596482354,1
194,Talat Aziz - Ye Kehrahi Hai.mp3,1.4205964,0.33733615,0.43585587,0.2410251489,2.96147,-2.573092,2051.078912,2304.006625,21.88434284,4286.630046,-0.002792834142,0.04633729421,1
195,Talat Aziz - Yeh Milan Khwab Sa.mp3,1.3503419,0.29883572,0.3789237,0.2262235728,2.2602293,-3.618386,2068.132856,2845.036048,21.62357943,4492.222944,0.05354030058,0.0356987437,1
196,Talat Aziz - Zindagi Jab Bhi.mp3,1.2727019,0.34588924,0.36539847,0.2213090621,4.948251,-4.4966574,1316.299436,1481.981623,20.72749551,2635.396635,-0.03039390749,0.03002303686,1
197,Garhwali/Narender Singh Negi - Aandi Gari.opus,1.3254528400079666,0.3231307117411449,0.4947200054336078,0.2543206746607813,11.352037119837028,1.0885407096056294,3428.1354089367,3603.371713378149,20.7320366284972,7507.533947224295,-0.0006831991502419,0.0698332645839617,2
198,Garhwali/Narendra Singh Negi - Naagni Baazar.opus,1.431403007682945,0.3066040275929087,0.4801351642134346,0.249612919819534,0.4670659399778882,-4.899724570516435,2997.9100771591898,3503.8767172882094,21.17775358178668,6211.431754631248,0.005208508600929,0.0614431287076682,2
199,Garhwali/Narender Singh Negi - Madhuri Madhvi Dekho Kiran.opus,1.4793766165563005,0.3542245783669792,0.4864134782728159,0.2533913619664056,16.185678054786813,2.8471556354462115,3657.52173148954,3278.2362675267555,20.725046114048613,6998.8664077235935,0.0016292764867497,0.0985278765460448,2
200,Garhwali/Preetam Bhartwan - Teri Dini Samaun.opus,1.4892057642295062,0.3226687980159363,0.4950671649174482,0.2574524045072455,0.8096761717578699,-5.421034045208365,2719.333199441045,3225.359263240889,20.854038563722927,5647.860877814545,0.0026651664778931,0.0567207114146464,2
201,Garhwali/Narender Singh Negi - Baith Basanti Baith Meri.opus,1.3749533527603162,0.3243350796501015,0.4853288863596804,0.2545859266067377,4.750683899265651,-1.5273031771815109,3076.273570305597,3729.0165292888896,21.81451148663923,7145.65640654352,-0.0078551085986122,0.0538328112595323,2
202,Garhwali/Anil Bist - Mera Baju Ranga.opus,1.2949741968868125,0.4212492319876287,0.535040016912818,0.2610878749355397,13.05915336083262,3.758487578467231,2761.215027183805,3340.884061180068,21.68417948099835,6084.636405841141,-0.0078703122719335,0.0546299218024605,2
203,Garhwali/Narendra Singh Negi - Phooli Jaali Jaai.opus,1.426344696021623,0.3788704494277684,0.5093791769127131,0.2534059751883897,7.889530548947151,0.1868496307082768,2294.051502698784,2666.059268345469,22.013118426608663,4646.624188112275,-0.0141535112849046,0.0532250104604919,2
204,Garhwali/Preetam Bhartwan - Dhaar Ma Ki Jon.opus,1.547353538981426,0.2821044254418107,0.4656555305866834,0.2523292427590427,0.8596396100925869,-5.574057809564261,3216.947293771081,3757.939151140283,22.077735588986283,7046.537003850148,-0.0029980485713217,0.0616032242814217,2
205,Garhwali/Anil - Pana Piremi.opus,1.5791635865151097,0.3473966459300191,0.486057265747121,0.2531937338458285,2.5339930012046947,-4.448057986516584,4080.536993752132,3372.5021261386537,22.14685780926766,7955.491198763997,0.0006636041967164,0.1111735421508556,2
206,Garhwali/Narender Singh Negi - GMO Ki Gari Syali.opus,1.465806771103884,0.366720252432764,0.4995499697606993,0.2578032933911251,15.596929769722369,1.5847616219002512,3540.546672196298,3398.6533857338745,20.44874852170425,7257.697639585281,0.000308940683619,0.086939499434329,2
207,Garhwali/Dinesh Uniyal - Katha Laanu Mankhi Ki.opus,1.3322487942941077,0.2661949789382818,0.4106168617805041,0.2328137184458562,1.6237973965604742,-8.13937066202424,1505.3357255600338,2080.2147892925755,21.24402752045511,2705.6307207928503,-0.0124278251281869,0.0313172941224601,2
208,Garhwali/Preetam Bhartwan - Mohna Teri Murli Baji.opus,1.422409362781262,0.3092651099542397,0.4698506779802381,0.2498671274323188,0.6124843060494702,-10.3005084098014,3058.9042665584707,3449.125174032171,21.835445854013816,6319.350456697113,0.0001578562435736,0.0679508625227792,2
209,Garhwali/Narendra Singh Negi - Mor Moriki Maand Pelya.opus,1.234753611403986,0.3368469776944196,0.478868726033832,0.2498759217724193,0.8279309696306915,-5.858362949862164,2076.5047255597,2653.451368356792,21.674041227162736,4243.226758635971,0.0110097476752023,0.0445624249517894,2
210,Garhwali/Dinesh Uniyal - Hey Dida Bou Na Maari.opus,1.565430081960416,0.310516631037985,0.4998827247965257,0.2596301130207109,1.4286740307639598,-6.375173177602012,1761.9237280270747,2389.74923080329,20.426369292432117,3132.893685845317,0.0130719456207091,0.0382230626754725,2
211,Garhwali/Himanshu Rawat Music - Sajeelo Garhwal.opus,1.488898803269579,0.4123950148646792,0.5392939797281059,0.255890845952145,4.068875553090224,-4.402471022656066,4699.430993463704,4431.352299222624,20.17589293469437,9508.909416884602,0.0060902516435584,0.1053980112049825,2
212,Garhwali/Anil - Kan Full Khilana.opus,1.4287042758346309,0.3600707951441221,0.4764676457243179,0.2482175413105028,0.7094314922391181,-8.686916904454609,2632.035064176076,2893.144365379534,20.638955389704314,5317.26377170876,0.0034893751277772,0.0575080266485874,2
213,Garhwali/Preetam Bhartwan - Saruli Meru Jiya Lagige.opus,1.506193880442647,0.2781023902727126,0.4653466240110536,0.2504899664636946,0.8529356640201556,-6.732745895412672,2629.679548751039,3051.9633390179893,21.977884551550325,5198.937967222541,0.0082961173242834,0.057297263603364,2
214,Garhwali/Narendra Singh Negi - Ghuguti Ghuron Laigi.opus,1.465339792989871,0.2821681514500415,0.4373642636032739,0.2418780399049858,3.5903567189849706,-4.5418940347023415,2941.7045597658357,3546.4404558137385,22.208246973141684,6589.9244483169605,0.0059584439934405,0.0515527689398385,2
215,Garhwali/Narender Singh Negi - Kajrani Aakhi Teri.opus,1.4066403198794146,0.3234034400958802,0.476748223576204,0.250812064485658,4.253426011688745,-3.35653276073526,1338.4960611871284,1571.277841901149,21.063842773409228,2406.803908311883,-0.008830609260072,0.0352319160136522,2
216,Garhwali/Narender Singh Negi - Pahada Unchi Dandi.opus,1.5702165530718617,0.3907577704096559,0.5596132846670114,0.2673530872798725,2.7616279396767403,-0.4825256585047625,3603.630552392553,3723.7248158022753,20.331020206469457,7260.288845357776,-0.0040397232201032,0.0887516196819701,2
217,Garhwali/Gajendra Rana - Pushpa Chori.opus,1.4801821126747567,0.3596781647639072,0.5094695696171011,0.2597514358318161,0.7699161107845132,-5.48020509235664,1965.9973756315203,2585.0428567263198,21.27559821342101,3910.402794292509,0.0106558771905051,0.0401795783479488,2
218,Garhwali/Narender Singh Negi - Bavada Re Bavada Re.opus,1.4651463482163454,0.3434363261744341,0.4989161584153533,0.2586792100537736,11.116379889468934,2.225083904415796,2135.990867547163,2407.0678654552657,21.06997484641334,4122.473224695441,-0.0011321790942606,0.0509993430718806,2
219,Garhwali/Narendra Singh Negi - Titri Fase.opus,1.5208963511000688,0.3198116637417297,0.5163988489693396,0.2617241152128784,0.8743108708172544,-6.08276718083268,2376.1846311350746,2869.142088530954,20.62844588915704,4608.488826163241,-0.0116652494907884,0.0530783503708472,2
220,Garhwali/Himanshu Rawat Music - Mela Ki Chori.opus,1.4602181655866169,0.4686955943930634,0.5277975962544773,0.259467660048193,10.08713236772232,0.9599468020988606,3279.1347103310013,3476.7625420962986,20.70125017600336,6942.3723245348665,-0.0109347125545365,0.0659499742774038,2
221,Garhwali/Narender Singh Negi - Hai Teri Rumaala.opus,1.4066403198794146,0.3234034400958802,0.476748223576204,0.250812064485658,4.253426011688745,-3.35653276073526,1338.4960611871284,1571.277841901149,21.063842773409228,2406.803908311883,-0.008830609260072,0.0352319160136522,2
222,Garhwali/Narender Singh Negi - Baaji Jailu.opus,1.5741790687781354,0.3814755427333349,0.5086621773659447,0.2586180824082605,0.2648946960662205,-8.547756102165296,1884.1824037518477,2421.518066640873,20.08585291091977,3430.1997597797085,0.0023322576350965,0.0402323227737932,2
223,Garhwali/Preetam Bhartwan - Runjhun Barkha Lagi Chaumasi.opus,1.3726285236636435,0.2881847156309434,0.4664733560342132,0.2511730739762458,3.490630667478267,-5.824090981812494,1942.7039899817191,2256.5460936980494,22.18154711519051,3441.2656943250718,-0.0034106272000474,0.0476632210714825,2
224,Garhwali/Jaspal Rana - Phoolon Ka Beech Mein Phyoli.opus,1.6173238492159498,0.3642238296450686,0.5015483718450107,0.2614190512311035,11.913988534305467,1.9518584599805489,2640.6988653439485,2878.938995364348,21.74601109178155,4923.071579589518,0.0118082952003644,0.0604492600984144,2
225,Garhwali/Narendra Singh Negi - Ghar Bati Chitthi Aegyayee.opus,1.3770195312599924,0.3176028710269458,0.5109793578749944,0.2596545688580342,5.2937235997435454,-4.417835361716027,1542.7124213309123,1364.7193808255813,20.42022522416661,2727.515198251078,-0.0105998515526357,0.0486541440970142,2
226,Garhwali/Dinesh Uniyal - Holu Ta Kya Holu.opus,1.4382418459597777,0.3576932168263629,0.5295741659994985,0.2598230073825224,5.892727133838688,1.468136982656139,2999.8200473957,3396.4917826973838,21.433999497198656,6605.720920369878,0.0034481712975756,0.0605954042833621,2
227,Garhwali/Preetam Bhartwan - Gajiya.opus,1.4453545563478285,0.3592199472884333,0.4741135506079472,0.2494500594559432,9.877187053348868,0.4443125698014714,3278.7108941118395,3418.88200429593,21.3537742765946,6793.554232350925,-0.0111603640510554,0.0659536845656271,2
228,Garhwali/Himanshu Rawat Music - Gaon Ku Baatu.opus,1.4656458979105664,0.3738386576826595,0.509115099620013,0.2613672439601238,15.164976954319432,2.640005229236507,2590.8347049616223,3104.501917824739,21.04231699628681,5706.004363816006,-0.0027295912335542,0.0500006325303271,2
229,Garhwali/Narendra Singh Negi - Thando Re Thando.opus,1.4181580129316456,0.4201150101347196,0.4588918740824224,0.2378704992748288,22.10668119580357,5.813392519109817,3330.888313294708,3697.578518479133,19.99782782185192,7299.343105631556,-0.0163697211148953,0.0695830479686814,2
230,Garhwali/Narender Singh Negi - Maini Janya Naipal.opus,1.5236612481851195,0.383036291306023,0.5233139533498324,0.2633154326885409,19.476947086462285,1.189602686229252,3309.270189610752,3447.9871345564507,20.37774700929151,6859.320407118585,-0.0009563810029242,0.0693669693326871,2
231,Garhwali/Narendra Singh Negi - Tumari Maya Maa.opus,1.495373737587399,0.3102699613632055,0.4829662160031115,0.2542987168507905,8.924912009870356,-0.708079573476372,1753.105676794056,2242.807493203745,22.059923516442232,3458.436132446191,0.0084038872268008,0.0383189071523994,2
232,Garhwali/Narender Singh Negi - Maish Bheji Ki Lai Ni.opus,1.4462278935148725,0.3442648102974626,0.5011268795419191,0.2532537499177398,9.170693296617856,2.4488518631209404,2335.80328268387,3056.9029519941105,21.38096130832096,4713.938745959052,0.0057611407896462,0.0459989350417564,2
233,Garhwali/Anil - Bikhoti Ka Mela.opus,1.37619086412482,0.3559346869432953,0.5421643300552459,0.2621693208342945,33.409646494600736,7.414731512169795,2809.473627783312,3592.6307212964603,18.101380725726155,5879.01079445973,0.0089630034511415,0.0533716565313907,2
234,Garhwali/Anil - Jawa Pardesh.opus,1.4449125431919574,0.4439680965200469,0.5401698419375611,0.2537419051675805,0.9181963072334136,-4.642032924124715,2985.2572655323843,3317.81751856989,20.69937963759208,6353.044851514384,0.0028844553067087,0.0642557884651213,2
235,Garhwali/Narender Singh Negi - Gvirala Foole Foolege.opus,1.1275043913604923,0.3397864708875241,0.4281235278841048,0.2253950108812237,6.816831568532219,-9.720825962856404,2762.833667903837,3231.976389476956,20.417500924823308,5787.542507303268,-0.0166251564409023,0.0565617439976264,2
236,Garhwali/Himanshu Rawat Music - Bhola Naachigey.opus,1.4882800171389885,0.4473457127018257,0.6131152888659887,0.2709622327971251,8.657136982682529,1.3640183418861702,3651.832940589924,4055.471473930144,21.369224074329622,7647.558790075124,0.0016727076173062,0.0733150000110217,2
237,Garhwali/Anil - Latuli Teri Mukhdi.opus,1.5684476791389348,0.3630267421787234,0.4997591570393532,0.2582032878974493,4.036574502577432,-2.860029579065922,4273.280256870782,3367.493949399882,22.04595953408804,8121.993457562264,-0.0088712056608461,0.1219231037174976,2
238,Garhwali/Anil - Chakdait Chhora.opus,1.4935487542517178,0.4333998196822574,0.5405177611294733,0.2590188054162642,21.89266348790709,5.393352176530063,2639.3889202148016,3341.3470348303563,20.18225761718769,5368.543199971753,0.0017207002953719,0.057346948608452,2
239,Garhwali/Narender Singh Negi - Aaj Va Dekhi Gari Maa.opus,1.4462278935148725,0.3442648102974626,0.5011268795419191,0.2532537499177398,9.170693296617856,2.4488518631209404,2335.80328268387,3056.9029519941105,21.38096130832096,4713.938745959052,0.0057611407896462,0.0459989350417564,2
240,Garhwali/Gajendra Rana - Leela Ghasiyari.opus,1.4946367415098945,0.4345719275250957,0.5840491167842936,0.2719775071775824,17.274044547843552,4.117152894287896,3026.096652013482,3355.530712269434,19.10736730422309,6607.060194975469,0.0011781041152763,0.0649562917653527,2
241,Garhwali/Narendra Singh Negi - Ini Holi Ke Uni Holi.opus,1.5910165814708717,0.2802137635819942,0.415461082019466,0.2393595485862533,3.6904050075432417,-5.908490502242254,1875.482065920675,2018.8513803430135,22.068662225943257,4022.1692473915714,0.0150463607564536,0.0422871741062295,2
242,Garhwali/Narender Singh Negi - Baithi Laali Motora Maa.opus,1.538016143414709,0.3999085708774329,0.5284524986530135,0.2622527551397821,3.2793857293321214,-2.9828044208157003,2777.00245257787,3038.981501381026,20.35777421001297,5697.990719059146,0.0049523373073786,0.066007855254157,2
243,Garhwali/Preetam Bhartwan - Sundira Chhori.opus,1.5004707881510189,0.3110118094563496,0.5024960109189242,0.2569572196678909,0.7754303534786755,-6.88849055255091,2347.557842767134,2903.340475182114,20.87155204212911,4501.004965757561,0.0025102280269851,0.0510241874969803,2
244,Garhwali/Narender Singh Negi - Main Ghas Katlu.opus,1.4815826641357923,0.3258992905285501,0.4952930306827764,0.2546704372885099,9.131720971243116,1.7656245261963264,2035.1119727971295,2288.9816488885226,22.42686379965663,4413.286345960863,0.0047092555081264,0.0455562023505881,2
245,Garhwali/Anil - Pabo Bazaar.opus,1.446698304953142,0.4397652802957209,0.5234771161074973,0.2638946536543832,1.1164365020495963,-2.974953754793419,2260.479844280199,2789.206475071193,21.125928849904117,4851.343952382232,-0.0080779817720795,0.04489312633102,2
246,Garhwali/Narendra Singh Negi - Bhandi Dinu Ma Dikhe.opus,1.3629951009486576,0.3121153876363714,0.4625566113676678,0.2474513986707038,2.127171259754293,-4.9012898675847945,1877.1807838980744,2470.856350019095,21.543415803962475,3633.98347064624,0.0131982412804224,0.0365801466214236,2
247,Garhwali/Narendra Singh Negi - Parsi Dekhi Chhajjam Chhai.opus,1.4168083023543123,0.3488150998736803,0.5242881696020045,0.2611880903968122,2.159732679956264,-2.784620927230837,2288.903233858013,2746.3325773500915,20.99818334338305,4691.16169111238,-0.0093227593121288,0.0485920487718283,2
248,Garhwali/Narender Singh Negi - Maluk Ratkyalu.opus,1.4073814835559637,0.4355511306105698,0.5563572653401693,0.266830935880218,17.67399324627497,6.982431369014488,2249.197064339073,2973.546072587394,19.622749561594148,4707.959060980942,-0.0069410947226743,0.0439404147430621,2
249,Garhwali/Narendra Singh Negi - Na Ukaal Na Udaar.opus,1.458026163644353,0.3861490540329288,0.5083677542860737,0.25783000172775,2.7893939503414646,-2.4427483706268127,1299.8613506240483,1578.4869805064848,20.49302437811767,2481.658570641913,-0.0073855226618174,0.0328240335575309,2
250,Garhwali/Anil - Nepal Ni Jaan.opus,1.5236612481851195,0.383036291306023,0.5233139533498324,0.2633154326885409,19.476947086462285,1.189602686229252,3309.270189610752,3447.9871345564507,20.37774700929151,6859.320407118585,-0.0009563810029242,0.0693669693326871,2
251,Garhwali/Preetam Bhartwan - Taunsa Bau.opus,1.3933527114024242,0.255233668310487,0.4270290554989008,0.2374558651916739,0.8602044089123189,-8.595449337927683,1803.9215150232303,2589.5052373334647,21.938783902388145,3058.638612755857,0.0139677341474554,0.0398071968234776,2
252,Garhwali/Narendra Singh Negi - Goulama Baduli.opus,1.4160469493653438,0.30570625489074,0.4847282445492352,0.2535553694692496,0.7853579318625046,-5.768133061629261,2485.041429882685,3249.110980433544,21.32658454202853,4997.155116304533,0.0068170364565807,0.0474208903349229,2
253,Garhwali/Narendra Singh Negi - Saat Paanch Benyoma.opus,1.2983843598007478,0.3785103712577,0.4696029981021092,0.2425103399307458,3.394276894265163,-0.4576190663490982,2519.055890734506,3194.762405884061,21.538273480981918,5252.14713346505,0.0090448888148405,0.0504694681063212,2
254,Garhwali/Anuradha Nirala - Na Tu Mero Lagadu.opus,1.6714971477854788,0.2782022228075069,0.4514589916493133,0.2470093884971737,13.737667181812094,-3.433319973057108,1934.914978528838,2510.728457322792,21.917265373645265,3574.346726576093,-0.00579580110344,0.0385159424108299,2
255,Garhwali/Narender Singh Negi - Sher Ka Bacha Jab.opus,1.2748295561028835,0.3443452770120935,0.4380305035644189,0.2374618891792908,8.45895249003328,-0.6897084514392626,1338.078746632276,1587.7692120922854,21.679103870317757,2613.437747977472,-0.0080899844271475,0.0317592610513277,2
256,Garhwali/Anil - Thand Mathu Chaumaas.opus,1.5631570987875998,0.4279172029888273,0.5339598554955395,0.2636896518888404,0.3562129316903893,-5.813465963804491,1542.0652588395856,2116.3468559586177,19.908871636363152,3001.178172444827,-0.0026880747332086,0.0332581002667344,2
257,Garhwali/Narendra Singh Negi - Khojyali Min Khojyali.opus,1.3891714876472538,0.2727684509962915,0.4504733387293488,0.2446454314304017,10.353357579557075,-4.057514748119173,1413.3776252333969,1311.1726424000967,21.105692521693097,2413.787960954447,-0.0093235209143558,0.0438212582648506,2
258,Garhwali/Gajendra Rana - Rama Siranhi Ki Sundara.opus,1.4330092786770283,0.3543975109879951,0.5663427363898677,0.2699618999841663,0.0325179916075752,-8.737111559559438,2992.389348794032,4212.003082200275,19.168773885019483,5825.13595625768,-0.0037503211226601,0.052609258410678,2
259,Garhwali/Narendra Singh Negi - Saun Bhadogi.opus,1.41961801208802,0.3118242872360523,0.4576270813003972,0.2492977061125994,1.2008508441002508,-10.133806751000268,1970.2871885312456,2344.0805599146165,21.560227691685096,3650.524693844666,-0.0052651419859653,0.0451459300259541,2
260,Garhwali/Preetam Bhartwan - Rajuli Teri Sona Ki Latulyu Maa.opus,1.492999659354197,0.3435634730058461,0.5153800909111458,0.2614611793880014,1.0421258987545543,-4.009713522257572,3811.2867329765713,4240.3726940051165,20.97369779153291,8280.506361288195,-0.0007744807704968,0.0754230035533221,2
261,Garhwali/Narender Singh Negi - Nach Meri Chhadcchheni Baand.opus,1.423527803640057,0.3678824980233844,0.4932349378809033,0.2542401667109495,4.046753788829943,-0.8631274677139913,3142.471385405548,3583.346734221209,21.71955404023154,7097.325134432524,-0.0103999323560675,0.0628063861804637,2
262,Garhwali/Himanshu Rawat Music - Dehradun Ki Kaanchi.opus,1.3761588960040874,0.4434585469086222,0.5620832259216662,0.2610847229967791,14.496494344087898,1.1592159830868136,2625.4329237168745,3576.7836362264684,20.1641252121034,5930.170662587149,-0.0018750807066374,0.0411408240645533,2
263,Garhwali/Narendra Singh Negi - Jai Jai Bola.opus,1.440221500155879,0.3590839816841691,0.5150609368770613,0.2578259804513199,1.476277874102217,-2.1211812257150533,1543.8598572325682,1916.0568169343733,20.916394367185685,2894.03442099148,-0.0128959253647343,0.0388802612840498,2
264,Garhwali/Narendra Singh Negi - Barkha He Barkha.opus,1.381108407658374,0.3116345353834708,0.4755635597865283,0.242387397081269,9.776969964724938,-2.045846116678875,2481.248444605315,2775.5583257565954,19.982663153548952,4537.279306058882,-0.0118776726096131,0.0629208645390323,2
265,Garhwali/Narendra Singh Negi - Teri Sainshan.opus,1.4981638222840905,0.2992295558002354,0.4804326630169226,0.2558313916507407,0.862786791837161,-5.294782210668472,1467.5892783686947,2172.802850168636,21.385597481989432,2405.38156889652,-0.0058650072813513,0.0355736979237081,2
266,Garhwali/Narender Singh Negi - Chakhuli Meri Fur E.opus,1.3662594340687697,0.3586996771588583,0.5202978307064525,0.2584466573889236,7.706399382430415,2.397553514961667,3581.3830208839017,3921.1167795229135,20.745695629128683,8138.999002351943,-0.0110478043963548,0.0761667542219309,2
